lakeid,trans,dist,setdate,coldate,andate,daysout,lyco_pal_m,lyco_pal_f,lyco_hyp_m,lyco_hyp_f,lyco_sph_m,lyco_sph_f,lyco_alp_m,lyco_alp_f,lyco_unid_m,lyco_unid_f,lyco_male,lyco_female,lyco_juv,lyco_OLD_total,Lyco_NEW_total,egsa,liny,gnap,thom,aran,opil,trom,trom_adult,trom_juv,acar,cryp,stap,cara,curc,colj,cole,clmb,comments,comments 2
myv,vin,150,2018-06-14,2018-07-06,2018-07-08,22,26,0,0,0,14,6,0,0,0,1,40,7,1,NA,48,8,NA,1,0,4,22,12,3,9,9,1,7,7,0,0,1,21,,
hel,hel1,5,2018-06-14,2018-07-06,2018-07-09,22,0,0,0,0,0,5,0,0,0,0,0,5,1,NA,6,6,,1,0,1,3,0,0,0,3,0,0,7,0,0,0,14,,
hel,hel1,50,2018-06-14,2018-07-06,2018-07-08,22,7,4,4,2,0,0,0,0,0,0,11,6,0,NA,17,5,,2,1,4,1,22,21,1,0,0,0,1,0,0,0,22,,
hel,hel1,150,2018-06-14,2018-07-06,2018-07-10,22,4,2,3,1,0,1,0,0,0,0,7,4,0,NA,11,2,,1,0,4,1,4,3,1,2,0,0,0,0,0,0,2,,
hel,hel1,500,2018-06-14,2018-07-06,2018-07-09,22,2,1,10,1,8,8,0,0,0,0,20,10,1,NA,31,8,,0,1,2,37,15,12,3,2,0,0,3,0,0,0,110,,
hel,hel2,5,2018-06-14,2018-07-06,2018-07-09,22,0,1,1,1,11,9,0,0,0,0,12,11,1,NA,24,9,,1,1,7,19,0,0,0,4,0,0,0,0,0,0,50,,
hel,hel2,50,2018-06-14,2018-07-06,2018-07-09,22,2,1,3,4,2,0,0,0,0,0,7,5,0,NA,12,3,,0,0,3,0,1,1,0,2,0,0,0,0,0,0,8,,
hel,hel2,150,2018-06-14,2018-07-06,2018-07-10,22,1,1,1,0,0,0,0,0,0,0,2,1,0,NA,3,1,,2,0,5,2,3,3,0,0,0,0,0,0,0,0,25,,
hel,hel2,500,2018-06-14,2018-07-06,2018-07-10,22,4,0,6,0,0,0,0,0,0,0,10,0,0,NA,10,0,,2,1,4,5,9,7,2,4,2,0,0,0,0,0,10,,
myv,btl,5,2018-07-06,2018-07-27,2018-08-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,11,11,0,0,0,8,0,0,2,0,0,0,4,,
myv,btl,50,2018-07-06,2018-07-27,2018-08-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,10,3,0,0,0,33,0,2,5,1,0,0,25,,
myv,btl,150,2018-07-06,2018-07-27,2018-08-01,21,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,1,0,NA,0,0,4,13,11,5,6,12,0,3,6,0,0,0,24,,
myv,hag,5,2018-07-06,2018-07-27,2018-08-01,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pitfall destroyed,
myv,hag,50,2018-07-06,2018-07-27,2018-08-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,11,23,17,6,13,0,2,3,0,0,0,5,Much fungus on sample. ,
myv,hag,150,2018-07-06,2018-07-27,2018-08-01,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitfall lid and rock missing, no sample",
myv,hag,500,2018-07-06,2018-07-27,2018-08-01,21,1,0,0,0,0,1,0,0,0,0,1,1,1,NA,3,0,NA,0,0,5,30,19,16,3,13,0,0,2,0,0,0,16,,
myv,kal,5,2018-07-06,2018-07-27,2018-08-01,21,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,1,1,NA,0,0,19,6,2,1,1,47,8,6,8,0,0,0,168,,
myv,kal,50,2018-07-06,2018-07-27,2018-08-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,1,2,1,3,0,3,9,0,2,3,0,0,0,8,,
myv,kal,150,2018-07-06,2018-07-27,2018-08-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,1,1,1,0,5,0,0,0,0,0,0,8,not a lot of arthropods,
myv,non,5,2018-07-06,2018-07-27,2018-08-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,8,9,2,2,0,87,1,3,29,0,0,1,66,,
myv,non,50,2018-07-06,2018-07-27,2018-08-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,5,0,2,2,0,34,2,0,3,0,0,0,16,,
myv,non,150,2018-07-06,2018-07-27,2018-08-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,1,0,0,0,0,11,0,0,0,0,0,0,21,Much fungus on sample. ,
myv,vin,5,2018-07-06,2018-07-27,2018-08-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,11,6,2,1,1,20,0,1,1,0,0,1,35,,
myv,vin,50,2018-07-06,2018-07-27,2018-08-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,6,0,4,4,0,13,0,1,0,0,0,0,11,,
myv,vin,150,2018-07-06,2018-07-27,2018-08-01,21,4,0,0,0,4,1,0,0,0,0,8,1,0,NA,9,1,NA,0,0,2,0,4,4,0,2,0,0,0,0,0,1,27,Much fungus on sample. ,
hel,hel1,5,2018-07-06,2018-07-27,2018-08-01,21,0,0,0,0,1,14,0,0,0,0,1,14,0,NA,15,14,NA,0,0,2,22,2,1,1,9,0,0,4,0,0,0,22,,
hel,hel1,50,2018-07-06,2018-07-27,2018-08-01,21,3,2,5,3,0,0,0,0,0,0,8,5,2,NA,15,4,NA,0,0,0,23,22,15,7,10,0,0,0,0,0,0,11,,
hel,hel1,150,2018-07-06,2018-07-27,2018-08-01,21,1,0,1,1,0,0,0,0,0,0,2,1,0,NA,3,1,NA,0,0,1,3,9,5,4,2,0,0,0,0,0,0,5,Much fungus on sample. ,
hel,hel1,500,2018-07-06,2018-07-27,2018-08-01,21,0,0,1,0,1,0,0,0,0,0,2,0,0,NA,2,0,NA,0,0,3,38,10,9,1,4,0,0,0,0,0,0,6,,
hel,hel2,5,2018-07-06,2018-07-27,2018-08-01,21,0,1,0,0,3,5,0,0,0,0,3,6,1,NA,10,5,NA,0,0,3,55,7,1,6,5,0,0,1,0,0,0,73,,
hel,hel2,50,2018-07-06,2018-07-27,2018-08-01,21,1,0,1,3,0,0,0,0,0,0,2,3,0,NA,5,3,NA,0,0,4,14,3,3,0,5,0,0,0,0,0,0,8,,
hel,hel2,150,2018-07-06,2018-07-27,2018-08-01,21,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,1,0,NA,0,0,1,7,3,3,0,11,0,0,0,0,0,0,11,,
hel,hel2,500,2018-07-06,2018-07-27,2018-08-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0, ,0,0,0,2,4,4,0,7,0,0,2,0,0,0,11,,
myv,btl,50,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,16,7,0,0,0,14,1,7,11,1,0,0,85,,
myv,btl,150,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,1,0,NA,0,1,22,9,8,8,0,7,0,0,0,0,0,0,12,,
myv,hag,5,2018-07-27,2018-08-16,2018-08-18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,destroyed pit,
myv,hag,50,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,0,4,0,0,0,0,0,4,0,0,NA,4,0,NA,0,0,0,1,10,8,2,20,0,2,2,0,0,0,81,,
myv,hag,150,2018-07-27,2018-08-16,2018-08-18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,destroyed pit,
myv,hag,500,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,38,,
myv,kal,5,2018-07-27,2018-08-16,2018-08-18,20,0,1,0,0,0,1,0,0,0,0,0,2,11,NA,13,0,NA,0,0,12,46,0,0,0,18,0,2,3,0,0,0,169,lyco_juv are hatchlings,
myv,kal,50,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,1,1,NA,0,0,2,1,0,0,0,4,0,0,4,0,0,0,28,,
myv,kal,150,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,1,1,10,0,0,0,3,0,1,0,0,0,0,25,,
myv,non,5,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,8,2,0,0,0,61,0,0,7,0,0,7,71,,
myv,non,50,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,1,0,21,0,4,4,0,46,0,1,4,0,0,0,33,,
myv,non,150,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,,
myv,vin,5,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,43,14,14,9,5,8,0,4,9,0,0,0,92,,
myv,vin,50,2018-07-27,2018-08-16,2018-08-18,20,0,2,0,0,0,0,0,0,0,0,0,2,0,NA,2,0,NA,0,0,14,3,9,5,4,2,1,1,2,0,0,0,41,many slugs,
myv,vin,150,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,1,0,NA,0,0,5,0,10,2,8,4,0,2,7,0,0,0,23,,
hel,hel1,5,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,0,1,11,0,0,0,0,1,11,81,NA,93,5,NA,0,0,1,27,3,3,0,6,0,1,1,0,0,0,32,hatchlings probably from a single eggsac/mother. Very young,
hel,hel1,50,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,4,0,0,0,0,0,0,0,4,3,NA,7,1,NA,0,0,1,2,1,1,0,1,0,0,0,0,0,0,13,,
hel,hel1,150,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,2,0,1,0,0,0,0,0,3,3,NA,6,0,NA,1,0,0,3,2,0,2,4,0,0,0,0,0,0,7,bottom of sample container cracked and dry. ,
hel,hel1,500,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,6,0,NA,0,0,0,21,11,2,9,23,0,0,2,0,0,0,8,lyco_juv are hatchlings,
hel,hel2,5,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,0,0,7,0,0,0,0,0,7,0,NA,7,0,NA,1,0,13,11,3,1,2,17,0,0,0,0,0,0,72,,
hel,hel2,50,2018-07-27,2018-08-16,2018-08-18,20,0,2,0,3,0,2,0,0,0,1,0,8,1,NA,9,2,NA,1,0,0,9,17,10,7,18,3,3,8,0,1,0,101,,
hel,hel2,150,2018-07-27,2018-08-16,2018-08-18,20,0,1,0,1,0,0,0,0,0,0,0,2,1,NA,3,0,NA,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,,
hel,hel2,500,2018-07-27,2018-08-16,2018-08-18,20,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,1,0,NA,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,,
myv,btl,5,2019-06-04,2019-06-18,2019-06-20,,13,1,7,0,1,0,0,0,0,0,21,1,0,NA,22,0,NA,2,0,9,4,5,0,5,1,0,3,12,1,0,1,67,,
myv,btl,50,2019-06-04,2019-06-18,2019-06-20,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,6,2,0,0,0,60,0,4,6,2,0,1,96,,
myv,btl,150,2019-06-04,2019-06-18,2019-06-20,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,3,2,1,1,0,7,0,3,6,0,0,4,88,,
myv,hag,5,2019-06-04,2019-06-18,2019-06-20,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,10,7,0,0,0,6,0,6,13,0,0,0,65,,
myv,hag,50,2019-06-04,2019-06-18,2019-06-20,,2,2,0,0,0,0,0,0,0,0,2,2,1,NA,5,0,NA,0,1,4,10,11,7,4,24,0,5,2,2,0,0,65,,
myv,hag,150,2019-06-04,2019-06-18,2019-06-20,,7,4,10,0,5,1,0,0,0,0,22,5,2,NA,29,0,NA,2,0,1,6,5,5,0,19,0,0,1,0,0,0,208,,
myv,hag,500,2019-06-04,2019-06-18,2019-06-20,,22,3,17,3,0,0,0,0,0,0,39,6,0,NA,45,1,NA,6,0,5,11,7,7,0,10,0,0,3,1,0,0,27,,
myv,kal,5,2019-06-04,2019-06-18,2019-06-20,,10,2,0,0,4,1,0,0,0,0,14,3,1,NA,18,0,NA,2,0,13,2,0,0,0,19,1,2,22,0,0,1,50,,
myv,kal,50,2019-06-04,2019-06-18,2019-06-20,,2,0,0,0,0,0,0,0,0,0,2,0,0,NA,2,0,NA,1,0,4,0,0,0,0,10,0,0,1,0,0,0,13,,
myv,kal,150,2019-06-04,2019-06-18,2019-06-20,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,9,4,0,0,0,2,0,5,3,0,0,1,74,,
myv,non,5,2019-06-04,2019-06-18,2019-06-20,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,1,0,7,0,13,0,13,10,0,39,27,0,14,1,34,,
myv,non,50,2019-06-04,2019-06-18,2019-06-20,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,2,0,20,1,5,5,0,92,1,0,2,0,3,0,85,,
myv,non,150,2019-06-04,2019-06-18,2019-06-20,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,1,0,5,3,1,0,1,9,0,8,0,0,2,0,73,,
myv,vin,5,2019-06-04,2019-06-18,2019-06-20,,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,1,0,NA,1,0,13,0,0,0,0,0,3,1,4,0,0,0,87,,
myv,vin,50,2019-06-04,2019-06-18,2019-06-20,,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,1,0,NA,0,0,5,6,5,3,2,42,0,13,5,0,1,0,84,,
myv,vin,150,2019-06-04,2019-06-18,2019-06-20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,1,3,8,8,0,14,0,1,1,0,1,1,56,,
hel,hel1,5,2019-06-04,2019-06-18,2019-06-21,14,0,0,0,0,0,4,0,0,0,0,0,4,0,NA,4,1,NA,0,0,1,1,0,0,0,2,0,0,0,0,0,0,19,,
hel,hel1,50,2019-06-04,2019-06-18,2019-06-21,14,1,0,1,0,0,0,0,0,0,0,2,0,0,NA,2,0,NA,0,0,4,4,1,1,0,8,0,0,7,0,0,0,119,lots of sand in sample,
hel,hel1,150,2019-06-04,2019-06-18,2019-06-21,14,4,0,7,0,0,0,0,0,0,0,11,0,0,NA,11,0,NA,4,1,3,4,14,13,1,13,0,2,6,0,0,0,81,,
hel,hel1,500,2019-06-04,2019-06-18,2019-06-20,14,3,0,5,1,3,1,0,0,0,0,11,2,0,NA,13,0,NA,0,0,3,13,4,4,0,0,0,0,2,0,0,0,107,,
hel,hel2,5,2019-06-04,2019-06-18,2019-06-20,14,0,0,2,0,18,8,0,0,0,0,20,8,0,NA,28,2,NA,0,0,1,1,0,0,0,2,0,0,0,0,0,0,16,,
hel,hel2,50,2019-06-04,2019-06-18,2019-06-20,14,9,0,0,0,0,0,0,0,0,0,9,0,0,NA,9,0,NA,2,0,2,1,0,0,0,0,0,0,1,0,0,0,5,,
hel,hel2,150,2019-06-04,2019-06-18,2019-06-21,14,9,4,13,4,0,0,0,0,0,0,22,8,0,NA,30,1,NA,0,0,0,2,2,1,1,3,0,0,0,0,0,0,16,,
hel,hel2,500,2019-06-04,2019-06-18,2019-06-20,14,1,1,1,0,1,0,0,0,0,0,3,1,0,NA,4,0,NA,0,0,3,2,2,2,0,115,0,0,0,0,0,0,62,,
myv,btl,5,2019-06-18,2019-06-29,2019-07-02,11,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,5,1,0,0,0,0,0,6,2,0,0,0,52,,
myv,btl,50,2019-06-18,2019-06-29,2019-06-30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,NA,0,0,3,17,0,0,0,8,0,1,3,0,0,0,32,,
myv,btl,150,2019-06-18,2019-06-29,2019-06-30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,6,0,3,3,0,18,4,1,1,0,0,0,29,,
myv,hag,5,2019-06-18,2019-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cup destroyed,
myv,hag,50,2019-06-18,2019-06-29,2019-06-30,11,1,1,1,0,0,0,0,0,0,0,2,1,0,NA,3,0,NA,0,0,1,2,8,7,1,17,0,3,3,0,0,0,11,,
myv,hag,150,2019-06-18,2019-06-29,2019-06-30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,5,NA,0,0,3,3,2,2,0,4,0,0,0,0,0,0,27,,
myv,hag,500,2019-06-18,2019-06-29,2019-06-30,11,14,1,3,1,1,0,0,0,0,0,18,2,0,NA,20,0,NA,2,0,7,12,13,11,2,13,0,0,1,1,0,0,29,,
myv,kal,5,2019-06-18,2019-06-29,2019-07-02,11,0,0,0,0,5,0,0,0,0,0,5,0,1,NA,6,0,NA,0,0,13,17,6,1,5,27,7,11,13,2,0,1,29,,
myv,kal,50,2019-06-18,2019-06-29,2019-06-30,11,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,1,0,NA,0,0,5,0,2,2,0,6,0,2,4,0,0,0,0,,
myv,kal,150,2019-06-18,2019-06-29,2019-06-30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,5,1,3,3,0,34,0,4,1,0,0,1,42,,
myv,non,5,2019-06-18,2019-06-29,2019-06-30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,1,0,0,0,0,38,0,9,0,0,6,0,36,,
myv,non,50,2019-06-18,2019-06-29,2019-06-30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,2,0,9,0,4,4,0,49,0,2,3,1,0,1,11,,
myv,non,150,2019-06-18,2019-06-29,2019-06-30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,2,1,1,0,11,0,1,1,0,3,0,42,,
myv,vin,5,2019-06-18,2019-06-29,2019-06-30,11,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,1,0,NA,0,0,6,1,1,1,0,9,3,0,1,0,0,0,16,,
myv,vin,50,2019-06-18,2019-06-29,2019-06-30,11,7,0,0,0,11,0,0,0,0,0,18,0,0,NA,18,0,NA,0,0,4,6,9,8,1,40,0,4,1,0,0,0,33,,
myv,vin,150,2019-06-18,2019-06-29,2019-07-02,11,1,0,0,0,1,0,0,0,0,0,2,0,0,NA,2,0,NA,0,0,1,6,14,12,2,5,0,0,1,0,0,0,45,,
hel,hel1,5,2019-06-18,2019-06-29,2019-06-30,11,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,1,0,NA,1,0,0,7,0,0,0,0,0,0,2,0,0,0,1,,
hel,hel1,50,2019-06-18,2019-06-29,2019-06-30,11,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,1,0,NA,1,0,4,1,3,2,1,11,0,0,2,0,2,0,15,,
hel,hel1,150,2019-06-18,2019-06-29,2019-06-30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,1,0,3,0,1,1,0,0,0,0,0,0,0,0,2,,
hel,hel1,500,2019-06-18,2019-06-29,2019-07-02,11,1,0,0,0,1,0,0,0,0,0,2,0,0,NA,2,0,NA,0,0,2,5,4,3,1,4,0,0,0,0,0,0,23,,
hel,hel2,5,2019-06-18,2019-06-29,2019-06-30,11,2,0,6,1,1,0,0,0,0,0,9,1,1,NA,11,0,NA,1,0,2,15,1,1,0,1,0,0,1,0,0,0,12,,
hel,hel2,50,2019-06-18,2019-06-29,2019-06-30,11,0,0,1,4,0,0,0,0,0,0,1,4,0,NA,5,0,NA,0,0,4,4,4,4,0,5,0,0,2,0,0,0,2,,
hel,hel2,150,2019-06-18,2019-06-29,2019-07-02,11,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,1,1,1,0,1,0,0,2,0,0,0,1,,
hel,hel2,500,2019-06-18,2019-06-29,2019-07-02,11,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,,
myv,btl,5,2019-06-29,2019-07-21,2019-07-25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,3,0,0,0,0,12,0,3,2,0,0,1,22,,
myv,btl,50,2019-06-29,2019-07-21,2019-07-25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,3,0,3,3,0,2,0,1,3,1,0,1,14,,
myv,btl,150,2019-06-29,2019-07-21,2019-07-25,22,1,3,2,0,1,0,0,0,0,0,4,3,0,NA,7,3,NA,0,0,1,0,4,3,1,5,0,0,0,0,0,0,5,,
,hag,5,2019-06-29,2019-07-21,2019-07-25,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trap lost,
myv,hag,50,2019-06-29,2019-07-21,2019-07-25,22,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,1,1,NA,0,0,4,1,9,7,2,25,0,2,0,0,0,0,2,egsa attached to female palustris,
myv,hag,500,2019-06-29,2019-07-21,2019-07-25,22,6,2,0,1,1,0,0,0,0,0,7,3,0,NA,10,3,NA,2,0,9,3,12,11,1,32,0,2,0,1,0,1,45,,
myv,kal,5,2019-06-29,2019-07-21,2019-07-25,22,0,0,1,0,0,1,0,0,0,0,1,1,0,NA,2,1,NA,0,0,8,6,5,2,3,81,0,112,19,0,0,0,49,,
myv,kal,50,2019-06-29,2019-07-21,2019-07-25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,3,0,1,0,1,1,0,23,0,1,0,0,0,0,5,,
myv,kal,150,2019-06-29,2019-07-21,2019-07-25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,4,0,3,1,2,108,0,5,1,1,0,2,51,,
myv,non,5,2019-06-29,2019-07-21,2019-07-25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,1,0,0,0,0,24,0,8,0,0,1,0,45,,
myv,non,50,2019-06-29,2019-07-21,2019-07-25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,9,1,7,3,4,44,0,7,2,0,1,0,0,,
myv,non,150,2019-06-29,2019-07-21,2019-07-25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,1,5,0,9,6,3,60,0,2,0,0,0,0,43,,
myv,vin,5,2019-06-29,2019-07-21,2019-07-25,22,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,1,0,NA,0,0,3,14,4,1,3,6,4,2,3,0,0,0,14,,
myv,vin,50,2019-06-29,2019-07-21,2019-07-25,22,1,1,0,0,0,4,0,0,0,0,1,5,0,NA,6,4,NA,0,0,7,5,2,0,2,23,0,5,2,0,2,0,13,little sample spilled possibly lost acari and collembola only,
hel,hel1,5,2019-06-29,2019-07-21,2019-07-25,22,0,0,0,0,0,4,0,0,0,0,0,4,0,NA,4,4,NA,0,0,0,2,2,2,0,4,0,0,1,0,0,0,7,,
hel,hel1,50,2019-06-29,2019-07-21,2019-07-25,22,2,0,0,0,0,0,0,0,0,0,2,0,0,NA,2,0,NA,0,0,10,10,10,7,3,39,0,3,3,0,0,0,62,,
hel,hel1,150,2019-06-29,2019-07-21,2019-07-25,22,0,1,4,0,0,0,0,0,0,0,4,1,0,NA,5,1,NA,1,0,1,6,13,5,4,52,0,0,2,0,0,0,31,,
hel,hel1,500,2019-06-29,2019-07-21,2019-07-25,22,3,0,5,0,0,0,0,0,0,0,8,0,0,NA,8,0,NA,0,1,6,31,9,5,4,12,0,1,0,0,0,0,0,,
hel,hel2,5,2019-06-29,2019-07-21,2019-07-25,22,4,0,0,0,0,5,0,0,0,0,4,5,0,NA,9,4,NA,1,0,3,30,3,3,0,5,0,0,1,0,0,0,10,1 other arthropod,
hel,hel2,50,2019-06-29,2019-07-21,2019-07-25,22,0,1,4,1,0,0,0,0,0,0,4,2,0,NA,6,2,NA,2,0,4,13,2,0,2,1,0,0,1,0,0,0,5,,
hel,hel2,150,2019-06-29,2019-07-21,2019-07-25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,1,10,2,0,2,9,0,0,1,0,0,0,5,,
hel,hel2,500,2019-06-29,2019-07-21,2019-07-25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,2,1,1,0,8,0,0,0,0,0,0,13,,
myv,btl,5,2019-07-21,2019-08-08,2019-08-09,18,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,2,1,1,13,0,2,0,0,0,0,162,,
myv,btl,50,2019-07-21,2019-08-08,2019-08-09,18,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,2,0,1,1,0,80,0,3,10,0,0,0,52,,
myv,btl,150,2019-07-21,2019-08-08,2019-08-09,18,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,5,3,0,0,0,16,,
myv,hag,5,2019-07-21,2019-08-08,2019-08-09,18,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,2,0,3,2,1,11,0,1,1,0,0,0,4,,
myv,hag,50,2019-07-21,2019-08-08,2019-08-09,18,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,2,0,7,2,5,2,0,0,1,0,0,0,0,,
myv,hag,150,2019-07-21,2019-08-08,2019-08-09,18,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,NA,1,0,1,0,7,7,0,9,0,0,0,0,0,1,14,,
myv,hag,500,2019-07-21,2019-08-08,2019-08-09,18,0,0,0,0,0,1,0,0,0,0,0,0,36,NA,36,1,NA,1,1,3,0,12,12,0,36,0,0,1,0,0,0,86,,
myv,kal,5,2019-07-21,2019-08-08,2019-08-09,18,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,5,8,3,3,0,71,3,7,4,0,0,1,122,,
